Day,Pair,Gross_flow,Net_flow,FX_rate
88,E->A,54.156,-3.261,1.01676
88,E->B,80.666,-2.995,0.97914
88,E->C,74.972,10.55,1.29063
88,E->D,538.48,-2.813,0.96985
88,E->F,46.093,-4.963,0.91681
88,E->G,258.435,0.178,0.92302
88,E->H,124.654,-3.224,1.05759
88,F->A,160.828,-27.815,1.18144
88,F->B,53.366,-4.393,0.98422
88,F->C,60.192,-7.939,0.87524
88,F->D,99.906,1.075,0.79292
88,F->E,24.908,-2.526,1.13246
88,F->G,98.781,4.588,1.26287
88,F->H,222.413,-3.718,1.05944
88,G->A,91.706,4.406,0.90472
88,G->B,12.871,-5.849,1.07522
88,G->C,42.755,0.904,1.01017
88,G->D,52.07,-11.192,0.97913
88,G->E,139.988,0.662,1.16672
88,G->F,72.439,4.874,1.05045
88,G->H,13.227,2.3,1.12264
88,H->A,80.817,-0.498,1.02123
88,H->B,86.257,-15.133,1.06691
88,H->C,50.294,0.946,1.11514
88,H->D,39.68,-1.438,0.73772
88,H->E,222.482,28.668,0.96795
88,H->F,124.729,-21.784,0.94399
88,H->G,129.374,-2.642,0.98924
89,A->B,67.532,-5.778,1.18617
89,A->C,39.523,-2.351,0.81125
89,A->D,23.141,-3.474,1.16279
89,A->E,85.754,13.931,1.177
89,A->F,104.541,18.488,0.66553
89,A->G,57.463,-15.534,0.81834
89,A->H,123.018,-4.093,0.95049
89,B->A,34.285,1.89,0.95622
89,B->C,32.572,6.633,1.03372
89,B->D,80.002,2.063,0.8983
89,B->E,51.725,-6.315,1.08289
89,B->F,102.984,-19.241,1.05334
89,B->G,105.324,5.679,1.0293
89,B->H,69.326,-4.138,1.09014
89,C->A,28.444,0.007,1.05534
89,C->B,60.708,5.264,0.87345
89,C->D,108.659,-3.717,1.09927
89,C->E,104.848,12.194,0.87873
89,C->F,54.978,-4.625,1.05578
89,C->G,21.726,-5.09,0.93791
89,C->H,,-5.055,1.06161
89,D->A,95.1,2.311,0.94115
89,D->B,54.678,7.647,1.21776
89,D->C,60.259,-2.976,0.98962
89,D->E,40.38,0.401,0.9209
89,D->F,36.877,9.136,0.94453
89,D->G,114.425,-26.961,1.05733
89,D->H,96.705,-7.234,1.05245
89,E->A,40.759,8.589,1.01435
89,E->B,85.408,-8.546,0.9704
89,E->C,87.321,9.679,1.29587
89,E->D,169.942,-12.562,0.97072
89,E->F,33.334,-0.915,0.91361
89,E->G,89.235,-3.941,0.92536
89,E->H,121.751,1.248,1.05475
89,F->A,147.538,-27.426,1.17193
89,F->B,37.467,-10.422,0.98465
89,F->C,59.514,-1.574,0.88672
89,F->D,104.982,-7.088,0.79669
89,F->E,24.104,-1.951,1.12918
89,F->G,92.682,2.829,1.26299
89,F->H,195.538,-3.558,1.06217
89,G->A,96.268,16.138,0.90432
89,G->B,12.437,-4.108,1.08442
89,G->C,39.816,-3.68,1.01214
89,G->D,36.338,10.309,0.98118
89,G->E,129.747,9.704,1.15988
89,G->F,65.464,12.744,1.04961
89,G->H,25.846,0.291,1.12796
89,H->A,213.866,10.296,1.02286
89,H->B,77.535,7.118,1.06931
89,H->C,159.164,-7.494,1.11949
89,H->D,39.741,-7.177,0.73838
89,H->E,213.105,19.389,0.96606
89,H->F,117.499,2.334,0.94478
89,H->G,116.647,-27.954,0.98872
90,A->B,22.663,0.696,1.19882
90,A->C,68.972,1.051,0.8096
90,A->D,1.757,-0.236,1.16051
90,A->E,51.198,1.898,1.17511
90,A->F,71.953,-8.716,0.66915
90,A->G,35.141,-2.191,0.82252
90,A->H,71.939,-1.697,0.94848
90,B->A,11.764,-0.255,0.9516
90,B->C,14.969,0.46,1.03077
90,B->D,42.707,1.899,0.90033
90,B->E,24.731,1.472,1.08404
90,B->F,54.888,-1.184,1.05422
90,B->G,51.6,9.507,1.03804
90,B->H,35.684,2.249,1.08792
90,C->A,17.15,-3.257,1.05803
90,C->B,31.113,2.212,0.87069
90,C->D,50.753,0.884,1.09621
90,C->E,54.69,2.801,0.87767
90,C->F,23.534,1.847,1.06525
90,C->G,9.907,-2.235,0.93782
90,C->H,10.956,-0.98,1.05566
90,D->A,44.876,6.06,0.94165
90,D->B,25.114,1.704,1.21665
90,D->C,34.23,-3.17,0.98643
90,D->E,22.788,-0.014,0.91713
90,D->F,30.728,4.853,0.95348
90,D->G,63.94,3.178,1.04757
90,D->H,53.305,-0.435,1.04838
90,E->A,24.96,-2.271,1.01359
90,E->B,41.589,-1.655,0.97901
90,E->C,42.975,-5.43,1.29544
90,E->D,86.479,-5.109,0.9654
90,E->F,19.156,1.694,0.91095
90,E->G,46.978,2.875,0.91983
90,E->H,65.434,2.2,1.05095
90,F->A,83.839,-8.837,1.16814
90,F->B,32.158,0.046,0.97931
90,F->C,19.157,-1.123,0.88476
90,F->D,60.377,-2.132,0.79095
90,F->E,12.816,-0.951,1.13399
90,F->G,42.338,5.404,1.26395
90,F->H,115.527,-20.498,1.05779
90,G->A,55.025,-0.812,0.90445
90,G->B,14.303,-2.561,1.08323
90,G->C,28.298,-4.437,1.01013
90,G->D,20.565,-4.402,0.9867
90,G->E,74.237,6.409,1.15746
90,G->F,41.583,1.555,1.04808
90,G->H,11.755,0.66,1.13897
90,H->A,36.126,0.086,1.01352
90,H->B,120.598,4.914,1.06751
90,H->C,31.384,0.201,1.11923
90,H->D,14.658,-1.894,0.741
90,H->E,123.52,7.569,0.9684
90,H->F,62.879,-0.19,0.94878
90,H->G,71.263,-13.247,0.98713
91,A->B,37.127,-4.274,1.19392
91,A->C,19.024,2.548,0.81225
91,A->D,30.408,-0.376,1.16063
91,A->E,35.607,-1.527,1.17948
91,A->F,44.981,-3.03,0.66847
91,A->G,22.163,6.587,0.81247
91,A->H,52.163,1.001,0.94919
91,B->A,16.012,0.864,0.9525
91,B->C,19.325,3.66,1.02816
91,B->D,26.076,-2.318,0.89702
91,B->E,25.088,3.301,1.08475
91,B->F,45.01,-6.218,1.05582
91,B->G,43.107,0.089,1.03478
91,B->H,21.913,-3.88,1.08827
91,C->A,21.583,-1.557,1.06254
91,C->B,32.393,2.833,0.87796
91,C->D,38.724,0.782,1.09769
91,C->E,45.462,3.914,0.87697
91,C->F,21.957,-3.177,1.06081
91,C->G,5.883,0.217,0.93192
91,C->H,9.433,-1.266,1.05327
91,D->A,30.404,1.416,0.94254
91,D->B,39.002,4.487,1.20234
91,D->C,20.353,1.164,0.98419
91,D->E,21.601,-4.072,0.92194
91,D->F,10.105,3.103,0.95116
91,D->G,48.156,-9.369,1.04906
91,D->H,40.291,-2.878,1.05014
91,E->A,23.547,1.312,1.01148
91,E->B,38.187,4.161,0.9757
91,E->C,34.057,2.022,1.29831
91,E->D,77.668,15.543,0.96515
91,E->F,18.545,1.283,0.91189
91,E->G,46.991,2.18,0.92819
91,E->H,54.799,0.85,1.05539
91,F->A,78.279,6.817,1.16796
91,F->B,25.112,-1.405,0.98097
91,F->C,27.805,2.048,0.88787
91,F->D,41.267,-7.8,0.79128
91,F->E,20.746,-1.977,1.13417
91,F->G,33.439,-7.379,1.25656
91,F->H,88.695,3.246,1.04963
91,G->A,46.393,3.503,0.90421
91,G->B,14.159,-1.791,1.08265
91,G->C,20.102,-0.423,1.00804
91,G->D,24.304,-1.757,0.97735
91,G->E,59.535,3.886,1.16214
91,G->F,33.268,2.124,1.05072
91,G->H,16.153,0.531,1.1517
91,H->A,,4.696,1.01203
91,H->B,32.312,2.607,1.06609
91,H->C,22.0,1.969,1.12312
91,H->D,25.313,0.159,0.73856
91,H->E,99.669,-3.532,0.96977
91,H->F,45.139,-3.043,0.94559
91,H->G,64.579,-6.426,0.98317
92,A->B,60.7,-2.659,1.19214
92,A->C,30.639,-5.375,0.80682
92,A->D,27.907,-5.507,1.16424
92,A->E,87.144,15.114,1.18423
92,A->F,106.236,-10.229,0.67054
92,A->G,54.669,-12.657,0.81347
92,A->H,124.923,0.72,0.94961
92,B->A,27.221,5.599,0.94739
92,B->C,39.4,9.65,1.03603
92,B->D,74.62,-0.725,0.90787
92,B->E,55.251,0.364,1.08701
92,B->F,104.494,12.639,1.05925
92,B->G,100.126,10.026,1.0368
92,B->H,58.494,-5.871,1.08121
92,C->A,,0.108,1.06609
92,C->B,58.572,8.124,0.88045
92,C->D,96.698,10.357,1.10342
92,C->E,102.556,4.847,0.87694
92,C->F,164.402,11.997,1.06907
92,C->G,15.038,-6.307,0.9299
92,C->H,31.394,-4.177,1.05651
92,D->A,92.427,-7.374,0.94482
92,D->B,55.033,3.353,1.20087
92,D->C,44.361,2.243,0.9889
92,D->E,46.842,-6.546,0.92256
92,D->F,37.518,3.075,0.95618
92,D->G,117.108,-23.728,1.05655
92,D->H,98.707,-1.074,1.05542
92,E->A,50.902,-3.435,1.01072
92,E->B,72.417,-7.976,0.97645
92,E->C,72.712,5.406,1.29544
92,E->D,165.643,-1.75,0.96302
92,E->F,30.384,3.741,0.91696
92,E->G,79.278,-1.057,0.93234
92,E->H,119.815,14.732,1.06101
92,F->A,162.365,3.947,1.16578
92,F->B,45.151,-1.337,0.97898
92,F->C,52.615,-4.325,0.89063
92,F->D,106.365,-9.407,0.79121
92,F->E,32.471,-4.159,1.1399
92,F->G,82.945,-10.007,1.25515
92,F->H,201.326,3.665,1.04276
92,G->A,100.229,20.665,0.90441
92,G->B,11.913,-6.622,1.0871
92,G->C,39.66,-0.793,1.0081
92,G->D,42.292,-2.326,0.97306
92,G->E,129.573,12.709,1.16987
92,G->F,68.309,5.062,1.05045
92,G->H,25.929,3.621,1.15289
92,H->A,62.284,2.511,1.01232
92,H->B,81.148,-12.13,1.07187
92,H->C,,3.359,1.1173
92,H->D,47.554,2.743,0.73177
92,H->E,221.307,-14.721,0.97214
92,H->F,119.947,-14.832,0.95687
92,H->G,125.741,12.292,0.98158
93,A->B,59.12,1.442,1.19172
93,A->C,46.773,-1.889,0.80384
93,A->D,22.892,-3.792,1.16798
93,A->E,89.96,-8.004,1.19046
93,A->F,107.33,-0.224,0.67299
93,A->G,65.564,-9.311,0.81006
93,A->H,118.89,11.656,0.94054
93,B->A,29.904,0.69,0.94336
93,B->C,45.65,11.948,1.03669
93,B->D,91.794,13.632,0.91191
93,B->E,64.656,-4.001,1.08717
93,B->F,117.344,12.806,1.05997
93,B->G,100.389,2.336,1.03697
93,B->H,60.636,-0.152,1.07741
93,C->A,21.744,4.474,1.06159
93,C->B,59.352,3.533,0.88487
93,C->D,102.509,-2.397,1.09282
93,C->E,102.902,7.983,0.87588
93,C->F,58.795,4.63,1.06811
93,C->G,19.99,-4.885,0.93424
93,C->H,31.389,-1.852,1.06343
93,D->A,90.241,-16.113,0.95349
93,D->B,53.943,-1.708,1.19659
93,D->C,59.268,-5.155,0.99468
93,D->E,43.958,-2.312,0.921
93,D->F,35.575,7.038,0.9682
93,D->G,122.486,2.07,1.04808
93,D->H,110.689,-9.435,1.05559
93,E->A,52.171,3.399,1.00554
93,E->B,77.197,-22.47,0.97571
93,E->C,84.936,-0.462,1.29985
93,E->D,180.598,27.916,0.9609
93,E->F,20.915,3.976,0.91944
93,E->G,88.166,2.584,0.93131
93,E->H,113.519,-14.573,1.06015
93,F->A,165.762,0.066,1.16396
93,F->B,43.053,-11.162,0.97283
93,F->C,57.24,-3.408,0.89143
93,F->D,107.449,2.825,0.79314
93,F->E,24.959,-7.989,1.14034
93,F->G,85.597,7.907,1.2523
93,F->H,214.935,-0.313,1.04454
93,G->A,88.693,11.494,0.90666
93,G->B,22.536,-3.317,1.08415
93,G->C,51.149,-8.892,1.01359
93,G->D,53.566,2.992,0.97136
93,G->E,134.64,14.872,1.16105
93,G->F,73.619,13.789,1.04619
93,G->H,14.903,0.591,1.15525
93,H->A,72.176,6.86,1.0171
93,H->B,83.082,-1.443,1.07075
93,H->C,53.34,-8.681,1.12212
93,H->D,,-2.42,0.72948
93,H->E,224.407,-32.339,0.96855
93,H->F,115.361,3.862,0.95793
93,H->G,125.183,-1.916,0.98713
94,A->B,66.458,-15.348,1.19237
94,A->C,35.791,-5.013,0.80442
94,A->D,25.793,-5.267,1.16876
94,A->E,89.443,-4.05,1.18311
94,A->F,116.519,-6.933,0.67047
94,A->G,70.654,-6.843,0.80977
94,A->H,126.423,9.157,0.94572
94,B->A,30.645,0.79,0.95058
94,B->C,45.249,4.862,1.0386
94,B->D,84.316,-8.553,0.91065
94,B->E,53.795,-2.094,1.08844
94,B->F,108.761,0.383,1.06299
94,B->G,113.502,3.676,1.03797
94,B->H,66.481,2.793,1.07123
94,C->A,39.694,-1.354,1.06119
94,C->B,56.538,-3.038,0.88322
94,C->D,99.362,-4.411,1.09387
94,C->E,125.545,9.601,0.87499
94,C->F,52.57,6.628,1.06923
94,C->G,29.007,-2.903,0.9341
94,C->H,26.898,-6.135,1.06519
94,D->A,102.895,14.434,0.9586
94,D->B,67.925,6.719,1.18398
94,D->C,58.253,-7.699,1.00712
94,D->E,39.089,-1.385,0.9235
94,D->F,43.567,2.705,0.97328
94,D->G,132.323,0.946,1.04559
94,D->H,109.432,4.117,1.05446
94,E->A,56.093,2.599,0.99052
94,E->B,87.175,12.819,0.97448
94,E->C,94.753,0.935,1.2965
94,E->D,189.475,14.965,0.96282
94,E->F,40.097,3.223,0.9254
94,E->G,88.138,-5.857,0.9271
94,E->H,125.15,9.539,1.06055
94,F->A,180.819,11.308,1.16388
94,F->B,54.843,-7.545,0.97376
94,F->C,65.75,-5.448,0.886
94,F->D,118.14,-1.521,0.79185
94,F->E,29.662,2.765,1.13511
94,F->G,98.476,-14.703,1.25422
94,F->H,228.398,-10.676,1.03389
94,G->A,99.865,-0.895,0.9085
94,G->B,20.384,-1.809,1.09179
94,G->C,44.505,-2.055,1.01802
94,G->D,48.894,5.613,0.96979
94,G->E,140.903,18.033,1.15742
94,G->F,76.9,9.14,1.04221
94,G->H,29.431,1.784,1.15846
94,H->A,71.764,-0.362,1.01453
94,H->B,88.28,0.499,1.07076
94,H->C,53.206,-3.372,1.11533
94,H->D,46.848,-0.827,0.72786
94,H->E,228.74,-13.972,0.96873
94,H->F,128.473,3.933,0.95849
94,H->G,136.005,-27.739,0.98382
95,A->B,76.135,-3.297,1.18723
95,A->C,50.394,-4.563,0.80386
95,A->D,24.626,-3.229,1.17217
95,A->E,91.12,9.916,1.17873
95,A->F,119.266,16.557,0.67043
95,A->G,66.942,2.033,0.81528
95,A->H,129.367,-12.493,0.95073
95,B->A,33.904,-1.782,0.94265
95,B->C,48.067,6.188,1.04265
95,B->D,79.023,2.208,0.91001
95,B->E,55.17,-2.377,1.09745
95,B->F,116.03,7.342,1.07351
95,B->G,,8.53,1.04151
95,B->H,54.764,1.883,1.06333
95,C->A,37.241,2.401,1.06161
95,C->B,59.008,3.171,0.88167
95,C->D,104.151,7.79,1.09261
95,C->E,112.32,-5.677,0.8738
95,C->F,60.584,-2.023,1.05746
95,C->G,23.172,-2.084,0.93519
95,C->H,33.326,-5.28,1.0546
95,D->A,104.305,26.724,0.96231
95,D->B,55.745,-4.122,1.18116
95,D->C,63.386,2.882,1.00835
95,D->E,38.504,5.595,0.92877
95,D->F,41.828,-1.669,0.9729
95,D->G,122.791,-20.559,1.03933
95,D->H,94.641,-15.212,1.05121
95,E->A,55.314,6.299,0.99594
95,E->B,83.842,-6.435,0.9779
95,E->C,86.233,-1.763,1.29309
95,E->D,178.857,2.387,0.96742
95,E->F,34.953,-3.391,0.92399
95,E->G,94.668,7.386,0.9306
95,E->H,121.748,34.338,1.0651
95,F->A,161.062,-8.631,1.15801
95,F->B,50.803,-8.63,0.96588
95,F->C,56.077,-8.023,0.88211
95,F->D,102.589,-9.057,0.78496
95,F->E,30.077,-9.76,1.13824
95,F->G,92.581,2.759,1.25359
95,F->H,209.942,11.749,1.03947
95,G->A,103.318,-6.819,0.91664
95,G->B,20.624,-5.551,1.09243
95,G->C,53.542,6.977,1.01847
95,G->D,36.903,4.09,0.9678
95,G->E,136.5,-7.578,1.15854
95,G->F,66.974,8.942,1.05015
95,G->H,27.47,6.523,1.1581
95,H->A,71.065,-2.452,1.00345
95,H->B,87.498,17.576,1.0666
95,H->C,59.606,-9.024,1.11459
95,H->D,32.404,-0.965,0.72196
95,H->E,226.437,14.006,0.96931
95,H->F,,8.022,0.9595
95,H->G,126.93,-0.988,0.98134
96,A->B,58.551,0.353,1.18272
96,A->C,45.474,4.712,0.80396
96,A->D,24.631,-3.548,1.16564
96,A->E,72.93,-9.652,1.18072
96,A->F,110.366,9.99,0.66765
96,A->G,55.363,2.567,0.80851
96,A->H,,-6.029,0.95469
96,B->A,21.787,-3.019,0.94411
96,B->C,45.184,1.47,1.04061
96,B->D,80.222,-13.782,0.91435
96,B->E,51.032,4.408,1.10828
96,B->F,108.462,5.171,1.0684
96,B->G,101.957,-5.834,1.04359
96,B->H,65.33,-7.544,1.05608
96,C->A,37.386,-3.895,1.06188
96,C->B,45.019,18.866,0.88261
96,C->D,98.815,11.017,1.09769
96,C->E,109.275,-12.524,0.87913
96,C->F,52.384,-2.137,1.05324
96,C->G,24.41,-5.247,0.93411
96,C->H,23.778,-2.496,1.05317
96,D->A,95.301,1.624,0.95852
96,D->B,64.66,6.05,1.17308
96,D->C,63.569,3.913,1.00804
96,D->E,,0.754,0.93202
96,D->F,41.56,10.732,0.97829
96,D->G,112.526,-13.98,1.04653
96,D->H,90.255,15.178,1.05083
96,E->A,47.88,0.395,0.99248
96,E->B,73.498,-10.832,0.97687
96,E->C,83.091,11.784,1.28394
96,E->D,171.573,21.282,0.97512
96,E->F,32.226,-0.969,0.93276
96,E->G,78.064,-5.007,0.93072
96,E->H,109.662,-0.563,1.07338
96,F->A,142.577,-10.714,1.147
96,F->B,42.802,-5.347,0.9717
96,F->C,45.88,-5.275,0.88549
96,F->D,102.199,22.479,0.78655
96,F->E,30.014,-4.18,1.14277
96,F->G,84.257,-5.366,1.25569
96,F->H,199.891,-7.49,1.03578
96,G->A,90.898,22.248,0.91339
96,G->B,6.344,-3.597,1.07764
96,G->C,45.193,3.298,1.02419
96,G->D,47.011,-1.954,0.96242
96,G->E,127.833,-24.021,1.15116
96,G->F,64.596,5.678,1.03616
96,G->H,14.928,0.87,1.1642
96,H->A,72.355,-1.413,1.00852
96,H->B,90.796,7.49,1.05765
96,H->C,47.967,-1.935,1.12147
96,H->D,41.486,-0.639,0.71911
96,H->E,213.069,32.74,0.96746
96,H->F,116.469,-20.734,0.96972
96,H->G,128.004,-4.18,0.97678
97,A->B,30.218,-1.295,1.18777
97,A->C,24.723,6.089,0.80398
97,A->D,21.166,-1.995,1.16721
97,A->E,42.155,1.876,1.19114
97,A->F,58.106,-5.704,0.67668
97,A->G,35.685,4.895,0.80751
97,A->H,69.731,0.665,0.96205
97,B->A,17.491,1.779,0.9466
97,B->C,19.576,3.428,1.03824
97,B->D,44.82,1.264,0.91177
97,B->E,29.963,-3.227,1.10884
97,B->F,68.894,-0.817,1.07616
97,B->G,46.75,3.286,1.03791
97,B->H,36.04,1.834,1.05594
97,C->A,20.698,-0.461,1.06464
97,C->B,20.437,-1.257,0.87811
97,C->D,53.098,2.092,1.09899
97,C->E,61.558,12.089,0.88286
97,C->F,32.012,2.777,1.05704
97,C->G,10.666,-3.18,0.92415
97,C->H,21.062,-1.23,1.0517
97,D->A,45.974,-7.77,0.95114
97,D->B,35.35,2.933,1.16493
97,D->C,36.191,1.882,1.01415
97,D->E,35.338,-4.998,0.9284
97,D->F,20.14,1.599,0.98912
97,D->G,73.07,3.485,1.05227
97,D->H,52.277,-9.467,1.05211
97,E->A,26.805,3.203,0.98801
97,E->B,37.987,1.513,0.9822
97,E->C,47.078,2.542,1.27863
97,E->D,98.015,19.89,0.97837
97,E->F,25.17,-3.379,0.92797
97,E->G,33.95,1.999,0.93437
97,E->H,68.775,-5.292,1.06721
97,F->A,86.394,3.097,1.14003
97,F->B,27.709,-4.769,0.97531
97,F->C,35.142,2.331,0.88735
97,F->D,55.824,-6.026,0.78941
97,F->E,22.086,0.288,1.14089
97,F->G,50.76,0.449,1.25635
97,F->H,115.462,-5.62,1.03802
97,G->A,59.378,4.702,0.9149
97,G->B,4.774,-3.504,1.07831
97,G->C,29.21,-3.436,1.0201
97,G->D,20.35,2.346,0.96987
97,G->E,73.34,1.876,1.1496
97,G->F,46.931,4.665,1.03759
97,G->H,15.952,0.886,1.16037
97,H->A,39.749,0.911,1.00684
97,H->B,52.954,-2.771,1.05253
97,H->C,34.867,-2.989,1.11552
97,H->D,25.859,-1.593,0.72054
97,H->E,117.144,16.999,0.96886
97,H->F,69.793,-10.688,0.96142
97,H->G,71.711,-9.402,0.97704
98,A->B,28.83,-3.999,1.19012
98,A->C,11.873,2.125,0.79871
98,A->D,7.222,0.396,1.17263
98,A->E,,-3.227,1.18982
98,A->F,48.159,-7.706,0.68167
98,A->G,33.813,2.729,0.80392
98,A->H,52.094,-2.81,0.95667
98,B->A,12.537,-1.593,0.95234
98,B->C,7.125,2.439,1.03453
98,B->D,37.714,0.302,0.91182
98,B->E,30.635,-1.441,1.11518
98,B->F,48.861,-1.634,1.07535
98,B->G,,-0.216,1.03746
98,B->H,19.554,0.721,1.05908
98,C->A,18.693,0.4,1.06624
98,C->B,18.313,1.304,0.87239
98,C->D,47.359,2.523,1.09586
98,C->E,48.047,-0.69,0.88614
98,C->F,24.063,3.539,1.05747
98,C->G,17.099,-2.115,0.91533
98,C->H,9.167,-2.342,1.04725
98,D->A,35.813,2.405,0.94767
98,D->B,25.251,2.762,1.17085
98,D->C,33.627,-1.554,1.02254
98,D->E,15.233,-0.155,0.92727
98,D->F,12.119,1.581,0.98752
98,D->G,51.774,5.233,1.05099
98,D->H,42.659,-1.135,1.05602
98,E->A,24.611,-1.251,0.98273
98,E->B,37.359,2.495,0.98673
98,E->C,39.438,-2.307,1.27761
98,E->D,78.405,10.874,0.9831
98,E->F,13.602,-0.331,0.92086
98,E->G,37.191,-1.21,0.93468
98,E->H,52.625,10.939,1.08171
98,F->A,75.552,-5.628,1.14488
98,F->B,18.75,-4.74,0.96568
98,F->C,29.029,0.822,0.87718
98,F->D,42.035,-9.283,0.78556
98,F->E,8.613,-0.782,1.15272
98,F->G,48.643,-7.571,1.24336
98,F->H,92.623,-10.851,1.03426
98,G->A,49.743,0.754,0.92304
98,G->B,7.065,-1.443,1.07969
98,G->C,13.639,1.444,1.01958
98,G->D,26.659,-1.783,0.96817
98,G->E,58.195,4.22,1.14631
98,G->F,28.81,0.623,1.04269
98,G->H,6.646,0.27,1.16057
98,H->A,31.784,3.748,1.00771
98,H->B,33.281,-1.295,1.05646
98,H->C,35.528,-3.364,1.1241
98,H->D,20.47,0.691,0.71999
98,H->E,97.173,-1.427,0.96979
98,H->F,59.179,5.252,0.96153
98,H->G,55.047,-9.653,0.97507
99,A->B,53.907,4.851,1.19244
99,A->C,35.808,-0.884,0.80093
99,A->D,18.026,-1.276,1.17262
99,A->E,78.807,6.452,1.19503
99,A->F,105.11,-8.497,0.67896
99,A->G,62.148,-6.523,0.8063
99,A->H,124.529,-12.065,0.95692
99,B->A,22.811,-2.351,0.95273
99,B->C,37.741,12.157,1.02866
99,B->D,79.412,4.633,0.91465
99,B->E,53.688,8.703,1.09976
99,B->F,114.344,-16.49,1.07309
99,B->G,94.621,12.27,1.04374
99,B->H,57.114,3.956,1.06521
99,C->A,25.551,0.722,1.07176
99,C->B,53.081,5.279,0.87433
99,C->D,90.455,-0.917,1.08665
99,C->E,124.004,16.068,0.88761
99,C->F,56.47,2.146,1.04714
99,C->G,29.394,-4.305,0.91183
99,C->H,27.824,-8.149,1.04643
99,D->A,96.283,-0.809,0.94662
99,D->B,70.569,7.109,1.16361
99,D->C,54.238,2.543,1.01689
99,D->E,36.22,1.344,0.9195
99,D->F,39.838,0.847,0.99779
99,D->G,122.089,0.0,1.05127
99,D->H,93.415,-1.457,1.0531
99,E->A,50.914,-5.878,0.98497
99,E->B,73.148,1.941,0.9947
99,E->C,79.972,-3.502,1.2815
99,E->D,173.503,-1.197,0.98467
99,E->F,30.348,0.785,0.92689
99,E->G,81.68,0.964,0.93262
99,E->H,128.692,-9.442,1.08523
99,F->A,155.207,6.536,1.15708
99,F->B,47.877,-7.51,0.96019
99,F->C,53.617,-18.744,0.8784
99,F->D,101.725,1.446,0.78396
99,F->E,23.73,-5.321,1.15346
99,F->G,97.743,3.406,1.24048
99,F->H,201.202,-2.337,1.02313
99,G->A,92.43,0.811,0.92328
99,G->B,8.633,-6.647,1.07693
99,G->C,41.991,4.091,1.02708
99,G->D,55.706,-0.667,0.9707
99,G->E,134.186,17.371,1.14592
99,G->F,71.42,-1.344,1.03396
99,G->H,15.273,4.412,1.16619
99,H->A,73.482,9.097,1.01032
99,H->B,,-9.269,1.05278
99,H->C,56.971,-9.75,1.11481
99,H->D,38.831,-5.702,0.72425
99,H->E,218.688,-22.001,0.98
99,H->F,117.26,6.068,0.96406
99,H->G,123.981,3.619,0.978
100,A->B,61.674,-8.249,1.19597
100,A->C,44.114,-0.124,0.80091
100,A->D,20.201,-2.455,1.17943
100,A->E,84.11,15.116,1.19319
100,A->F,116.611,-5.882,0.67644
100,A->G,68.248,-13.276,0.81344
100,A->H,121.153,-24.534,0.95066
100,B->A,,-0.181,0.95808
100,B->C,56.791,5.433,1.02509
100,B->D,85.342,1.869,0.92145
100,B->E,55.289,2.1,1.09619
100,B->F,123.675,17.244,1.06732
100,B->G,89.829,5.665,1.03753
100,B->H,59.705,-1.245,1.07316
100,C->A,27.921,-2.423,1.07407
100,C->B,66.619,-4.166,0.87238
100,C->D,100.4,-5.924,1.08948
100,C->E,111.193,2.897,0.88606
100,C->F,49.044,2.323,1.0426
100,C->G,19.882,-3.637,0.91392
100,C->H,35.627,-6.214,1.04644
100,D->A,98.695,15.016,0.94379
100,D->B,54.088,13.749,1.15634
100,D->C,54.55,5.28,1.01557
100,D->E,32.999,-3.283,0.93288
100,D->F,43.227,3.106,1.0115
100,D->G,128.62,-19.582,1.04666
100,D->H,92.774,-3.766,1.05201
100,E->A,54.908,-5.515,0.99195
100,E->B,241.176,-10.146,0.99148
100,E->C,89.364,-7.966,1.28439
100,E->D,180.087,-27.918,0.97555
100,E->F,41.962,6.47,0.92971
100,E->G,84.569,9.002,0.93813
100,E->H,124.272,21.187,1.08411
100,F->A,166.587,-17.64,1.15241
100,F->B,44.186,-0.562,0.96072
100,F->C,46.794,-7.16,0.87502
100,F->D,103.81,-17.801,0.78952
100,F->E,28.063,-1.705,1.15403
100,F->G,94.777,7.816,1.23275
100,F->H,209.821,-51.635,1.02414
100,G->A,100.891,7.13,0.92332
100,G->B,9.039,-3.52,1.07059
100,G->C,38.587,-0.972,1.03927
100,G->D,48.718,-2.553,0.97709
100,G->E,142.435,-24.48,1.14071
100,G->F,62.873,5.937,1.03682
100,G->H,23.63,-0.341,1.17568
100,H->A,71.99,9.275,1.00789
100,H->B,,8.386,1.04618
100,H->C,55.101,2.987,1.10646
100,H->D,37.289,-6.143,0.72305
100,H->E,228.283,10.826,0.97459
100,H->F,127.927,-15.602,0.96183
100,H->G,142.355,-10.009,0.97779
101,A->B,74.736,0.21,1.19466
101,A->C,44.292,-0.988,0.79159
101,A->D,13.693,-0.118,1.17627
101,A->E,85.377,13.803,1.20284
101,A->F,110.371,2.957,0.67315
101,A->G,60.739,-8.078,0.80817
101,A->H,130.834,-3.274,0.94558
101,B->A,40.148,1.413,0.95841
101,B->C,43.406,9.444,1.03335
101,B->D,90.834,4.608,0.91946
101,B->E,58.33,-5.585,1.09562
101,B->F,115.969,2.994,1.06586
101,B->G,109.297,0.078,1.03948
101,B->H,61.232,-5.045,1.06706
101,C->A,42.334,-3.733,1.06228
101,C->B,63.704,1.505,0.87119
101,C->D,100.589,-10.186,1.0798
101,C->E,124.051,-0.717,0.88128
